promoter_id	tss_id
CPROM11186	CTSS13949
CPROM11187	CTSS13950
CPROM11188	CTSS13951
CPROM11189	CTSS13952
CPROM11190	CTSS13953
CPROM11191	CTSS13954
CPROM11191	CTSS13955
CPROM11191	CTSS13956
CPROM11192	CTSS13957
CPROM11193	CTSS13958
CPROM11194	CTSS13959
CPROM11195	CTSS13960
CPROM11195	CTSS13961
CPROM11196	CTSS13962
CPROM11197	CTSS13963
CPROM11198	CTSS13964
CPROM11199	CTSS13965
CPROM11200	CTSS13966
CPROM11200	CTSS13967
CPROM11201	CTSS13968
CPROM11202	CTSS13969
CPROM11203	CTSS13970
CPROM11204	CTSS13971
CPROM11205	CTSS13972
CPROM11206	CTSS13973
CPROM11207	CTSS13974
CPROM11208	CTSS13975
CPROM11209	CTSS13976
CPROM11210	CTSS13977
CPROM11211	CTSS13978
CPROM11212	CTSS13979
CPROM11213	CTSS13980
CPROM11214	CTSS13981
CPROM11215	CTSS13982
CPROM11216	CTSS13983
CPROM11217	CTSS13984
CPROM11218	CTSS13985
CPROM11219	CTSS13986
CPROM11220	CTSS13987
CPROM11221	CTSS13988
CPROM11222	CTSS13989
CPROM11223	CTSS13990
CPROM11224	CTSS13991
CPROM11225	CTSS13992
CPROM11226	CTSS13993
CPROM11227	CTSS13994
CPROM11228	CTSS13995
CPROM11229	CTSS13996
CPROM11230	CTSS13997
CPROM11231	CTSS13998
CPROM11232	CTSS13999
CPROM11232	CTSS14000
CPROM11233	CTSS14001
CPROM11234	CTSS14002
CPROM11235	CTSS14003
CPROM11236	CTSS14004
CPROM11237	CTSS14005
CPROM11238	CTSS14006
CPROM11239	CTSS14007
CPROM11240	CTSS14008
CPROM11241	CTSS14009
CPROM11242	CTSS14010
CPROM11243	CTSS14011
CPROM11244	CTSS14012
CPROM11245	CTSS14013
CPROM11246	CTSS14014
CPROM11246	CTSS14015
CPROM11247	CTSS14016
CPROM11248	CTSS14017
CPROM11249	CTSS14018
CPROM11250	CTSS14019
CPROM11251	CTSS14020
CPROM11252	CTSS14021
CPROM11252	CTSS14022
CPROM11253	CTSS14023
CPROM11254	CTSS14024
CPROM11255	CTSS14025
CPROM11256	CTSS14026
CPROM11257	CTSS14027
CPROM11258	CTSS14028
CPROM11259	CTSS14029
CPROM11260	CTSS14030
CPROM11261	CTSS14031
CPROM11262	CTSS14032
CPROM11262	CTSS14033
CPROM11263	CTSS14034
CPROM11264	CTSS14035
CPROM11264	CTSS14036
CPROM11265	CTSS14037
CPROM11266	CTSS14038
CPROM11267	CTSS14039
CPROM11268	CTSS14040
CPROM11269	CTSS14041
CPROM11270	CTSS14042
CPROM11271	CTSS14043
CPROM11271	CTSS14044
CPROM11272	CTSS14045
CPROM11273	CTSS14046
CPROM11274	CTSS14047
CPROM11275	CTSS14048
CPROM11276	CTSS14049
CPROM11277	CTSS14050
CPROM11278	CTSS14051
CPROM11279	CTSS14052
CPROM11280	CTSS14053
CPROM11281	CTSS14054
CPROM11282	CTSS14055
CPROM11283	CTSS14056
CPROM11284	CTSS14057
CPROM11285	CTSS14058
CPROM11286	CTSS14059
CPROM11287	CTSS14060
CPROM11288	CTSS14062
CPROM11289	CTSS14061
CPROM11290	CTSS14063
CPROM11291	CTSS14064
CPROM11292	CTSS14065
CPROM11292	CTSS14066
CPROM11293	CTSS14067
CPROM11293	CTSS14068
CPROM11293	CTSS14069
CPROM11294	CTSS14070
CPROM11294	CTSS14071
CPROM11294	CTSS14072
CPROM11295	CTSS14073
CPROM11296	CTSS14074
CPROM11297	CTSS14075
CPROM11298	CTSS14076
CPROM11299	CTSS14078
CPROM11300	CTSS14077
CPROM11301	CTSS14079
CPROM11302	CTSS14080
CPROM11303	CTSS14081
CPROM11304	CTSS14082
CPROM11304	CTSS14083
CPROM11304	CTSS14084
CPROM11305	CTSS14085
CPROM11306	CTSS14086
CPROM11307	CTSS14087
CPROM11308	CTSS14088
CPROM11309	CTSS14089
CPROM11310	CTSS14090
CPROM11311	CTSS14091
CPROM11312	CTSS14092
CPROM11313	CTSS14093
CPROM11313	CTSS14094
CPROM11314	CTSS14095
CPROM11314	CTSS14096
CPROM11314	CTSS14097
CPROM11315	CTSS14098
CPROM11315	CTSS14099
CPROM11315	CTSS14100
CPROM11316	CTSS14101
CPROM11317	CTSS14102
CPROM11317	CTSS14103
CPROM11317	CTSS14104
CPROM11318	CTSS14105
CPROM11319	CTSS14106
CPROM11319	CTSS14107
CPROM11320	CTSS14108
CPROM11321	CTSS14109
CPROM11322	CTSS14111
CPROM11323	CTSS14110
CPROM11324	CTSS14114
CPROM11325	CTSS14112
CPROM11325	CTSS14113
CPROM11325	CTSS14115
CPROM11325	CTSS14116
CPROM11326	CTSS14117
CPROM11326	CTSS14118
CPROM11327	CTSS14119
CPROM11328	CTSS14120
CPROM11329	CTSS14121
CPROM11330	CTSS14122
CPROM11331	CTSS14123
CPROM11332	CTSS14124
CPROM11333	CTSS14125
CPROM11334	CTSS14126
CPROM11335	CTSS14127
CPROM11336	CTSS14128
CPROM11337	CTSS14129
CPROM11338	CTSS14130
CPROM11339	CTSS14131
CPROM11340	CTSS14132
CPROM11341	CTSS14133
CPROM11342	CTSS14134
CPROM11343	CTSS14135
CPROM11344	CTSS14136
CPROM11344	CTSS14137
CPROM11345	CTSS14138
CPROM11346	CTSS14139
CPROM11347	CTSS14140
CPROM11348	CTSS14141
CPROM11349	CTSS14142
CPROM11350	CTSS14143
CPROM11351	CTSS14144
CPROM11352	CTSS14145
CPROM11353	CTSS14146
CPROM11354	CTSS14147
CPROM11355	CTSS14148
CPROM11356	CTSS14149
CPROM11357	CTSS14150
CPROM11358	CTSS14151
CPROM11358	CTSS14152
CPROM11359	CTSS14153
CPROM11359	CTSS14154
CPROM11360	CTSS14155
CPROM11361	CTSS14156
CPROM11362	CTSS14157
CPROM11363	CTSS14158
CPROM11364	CTSS14159
CPROM11365	CTSS14160
CPROM11366	CTSS14161
CPROM11367	CTSS14162
CPROM11368	CTSS14163
CPROM11369	CTSS14164
CPROM11370	CTSS14165
CPROM11371	CTSS14166
CPROM11372	CTSS14167
CPROM11373	CTSS14168
CPROM11374	CTSS14169
CPROM11375	CTSS14170
CPROM11376	CTSS14171
CPROM11377	CTSS14172
CPROM11377	CTSS14173
CPROM11378	CTSS14174
CPROM11379	CTSS14175
CPROM11380	CTSS14176
CPROM11381	CTSS14177
CPROM11382	CTSS14178
CPROM11383	CTSS14179
CPROM11384	CTSS14180
CPROM11385	CTSS14181
CPROM11386	CTSS14182
CPROM11386	CTSS14183
CPROM11387	CTSS14184
CPROM11388	CTSS14185
CPROM11389	CTSS14186
CPROM11390	CTSS14187
CPROM11391	CTSS14188
CPROM11392	CTSS14189
CPROM11393	CTSS14190
CPROM11393	CTSS14191
CPROM11393	CTSS14192
CPROM11393	CTSS14193
CPROM11393	CTSS14194
CPROM11393	CTSS14195
CPROM11393	CTSS14196
CPROM11393	CTSS14197
CPROM11393	CTSS14198
CPROM11393	CTSS14199
CPROM11393	CTSS14200
CPROM11393	CTSS14201
CPROM11393	CTSS14202
CPROM11393	CTSS14203
CPROM11394	CTSS14204
CPROM11394	CTSS14205
CPROM11394	CTSS14206
CPROM11395	CTSS14207
CPROM11396	CTSS14208
CPROM11397	CTSS14209
CPROM11398	CTSS14210
CPROM11399	CTSS14211
CPROM11400	CTSS14212
CPROM11401	CTSS14213
CPROM11402	CTSS14214
CPROM11403	CTSS14215
CPROM11404	CTSS14216
CPROM11405	CTSS14217
CPROM11406	CTSS14218
CPROM11407	CTSS14219
CPROM11408	CTSS14220
CPROM11409	CTSS14221
CPROM11410	CTSS14222
CPROM11411	CTSS14223
CPROM11412	CTSS14224
CPROM11413	CTSS14225
CPROM11414	CTSS14226
CPROM11415	CTSS14227
CPROM11415	CTSS14228
CPROM11415	CTSS14229
CPROM11416	CTSS14230
CPROM11417	CTSS14231
CPROM11418	CTSS14232
CPROM11419	CTSS14233
CPROM11420	CTSS14234
CPROM11421	CTSS14235
CPROM11422	CTSS14236
CPROM11423	CTSS14237
CPROM11424	CTSS14238
CPROM11424	CTSS14239
CPROM11425	CTSS14240
CPROM11425	CTSS14241
CPROM11426	CTSS14242
CPROM11426	CTSS14243
CPROM11426	CTSS14244
CPROM11426	CTSS14245
CPROM11427	CTSS14246
CPROM11428	CTSS14247
CPROM11429	CTSS14248
CPROM11430	CTSS14249
CPROM11431	CTSS14250
CPROM11432	CTSS14251
CPROM11433	CTSS14252
CPROM11433	CTSS14253
CPROM11434	CTSS14254
CPROM11435	CTSS14255
CPROM11436	CTSS14256
CPROM11437	CTSS14257
CPROM11437	CTSS14258
CPROM11437	CTSS14259
CPROM11437	CTSS14260
CPROM11438	CTSS14261
CPROM11439	CTSS14262
CPROM11440	CTSS14263
CPROM11440	CTSS14264
CPROM11440	CTSS14265
CPROM11441	CTSS14266
CPROM11441	CTSS14267
CPROM11441	CTSS14268
CPROM11442	CTSS14269
CPROM11443	CTSS14270
CPROM11444	CTSS14271
CPROM11445	CTSS14272
CPROM11446	CTSS14273
CPROM11446	CTSS14274
CPROM11447	CTSS14275
CPROM11448	CTSS14276
CPROM11449	CTSS14277
CPROM11450	CTSS14278
CPROM11451	CTSS14279
CPROM11452	CTSS14280
CPROM11453	CTSS14283
CPROM11453	CTSS14284
CPROM11454	CTSS14281
CPROM11454	CTSS14282
CPROM11455	CTSS14285
CPROM11456	CTSS14286
CPROM11457	CTSS14287
CPROM11458	CTSS14288
CPROM11459	CTSS14289
CPROM11460	CTSS14290
CPROM11461	CTSS14291
CPROM11462	CTSS14292
CPROM11463	CTSS14293
CPROM11464	CTSS14294
CPROM11465	CTSS14295
CPROM11466	CTSS14296
CPROM11467	CTSS14297
CPROM11468	CTSS14298
CPROM11468	CTSS14299
CPROM11469	CTSS14300
CPROM11470	CTSS14301
CPROM11471	CTSS14302
CPROM11472	CTSS14303
CPROM11473	CTSS14304
CPROM11474	CTSS14305
CPROM11474	CTSS14306
CPROM11474	CTSS14307
CPROM11474	CTSS14308
CPROM11474	CTSS14309
CPROM11475	CTSS14310
CPROM11476	CTSS14311
CPROM11477	CTSS14312
CPROM11478	CTSS14313
CPROM11479	CTSS14314
CPROM11480	CTSS14315
CPROM11481	CTSS14316
CPROM11482	CTSS14317
CPROM11483	CTSS14318
CPROM11484	CTSS14319
CPROM11485	CTSS14320
CPROM11486	CTSS14321
CPROM11487	CTSS14322
CPROM11488	CTSS14323
CPROM11489	CTSS14324
CPROM11490	CTSS14325
CPROM11491	CTSS14326
CPROM11492	CTSS14327
CPROM11493	CTSS14328
CPROM11494	CTSS14329
CPROM11495	CTSS14330
CPROM11496	CTSS14331
CPROM11497	CTSS14332
CPROM11498	CTSS14333
CPROM11499	CTSS14334
CPROM11500	CTSS14335
CPROM11501	CTSS14336
CPROM11502	CTSS14337
CPROM11503	CTSS14338
CPROM11504	CTSS14339
CPROM11505	CTSS14340
CPROM11506	CTSS14341
CPROM11506	CTSS14342
CPROM11507	CTSS14343
CPROM11508	CTSS14344
CPROM11509	CTSS14345
CPROM11510	CTSS14346
CPROM11511	CTSS14347
CPROM11512	CTSS14348
CPROM11513	CTSS14349
CPROM11514	CTSS14350
CPROM11515	CTSS14351
CPROM11516	CTSS14352
CPROM11517	CTSS14353
CPROM11517	CTSS14354
CPROM11518	CTSS14355
CPROM11518	CTSS14356
CPROM11519	CTSS14358
CPROM11519	CTSS14359
CPROM11520	CTSS14357
CPROM11521	CTSS14360
CPROM11522	CTSS14361
CPROM11523	CTSS14362
CPROM11524	CTSS14363
CPROM11525	CTSS14364
CPROM11526	CTSS14365
CPROM11527	CTSS14366
CPROM11528	CTSS14367
CPROM11529	CTSS14368
CPROM11530	CTSS14369
CPROM11530	CTSS14370
CPROM11531	CTSS14371
CPROM11532	CTSS14372
CPROM11533	CTSS14373
CPROM11534	CTSS14374
CPROM11535	CTSS14375
CPROM11535	CTSS14376
CPROM11535	CTSS14377
CPROM11536	CTSS14378
CPROM11537	CTSS14379
CPROM11538	CTSS14380
CPROM11539	CTSS14381
CPROM11539	CTSS14382
CPROM11540	CTSS14383
CPROM11541	CTSS14384
CPROM11541	CTSS14385
CPROM11541	CTSS14386
CPROM11541	CTSS14387
CPROM11542	CTSS14388
CPROM11542	CTSS14389
CPROM11543	CTSS14390
CPROM11544	CTSS14391
CPROM11545	CTSS14392
CPROM11546	CTSS14393
CPROM11547	CTSS14394
CPROM11548	CTSS14395
CPROM11549	CTSS14396
CPROM11550	CTSS14397
CPROM11551	CTSS14398
CPROM11552	CTSS14399
CPROM11553	CTSS14400
CPROM11554	CTSS14401
CPROM11555	CTSS14402
CPROM11556	CTSS14403
CPROM11557	CTSS14404
CPROM11558	CTSS14405
CPROM11559	CTSS14406
CPROM11560	CTSS14407
CPROM11561	CTSS14408
CPROM11562	CTSS14409
CPROM11563	CTSS14410
CPROM11564	CTSS14411
CPROM11565	CTSS14412
CPROM11566	CTSS14413
CPROM11567	CTSS14414
CPROM11568	CTSS14415
CPROM11569	CTSS14416
CPROM11570	CTSS14417
CPROM11571	CTSS14418
CPROM11572	CTSS14419
CPROM11573	CTSS14420
CPROM11574	CTSS14421
CPROM11575	CTSS14422
CPROM11576	CTSS14423
CPROM11577	CTSS14424
CPROM11578	CTSS14425
CPROM11579	CTSS14426
CPROM11580	CTSS14427
CPROM11581	CTSS14428
CPROM11582	CTSS14429
CPROM11583	CTSS14430
CPROM11584	CTSS14431
CPROM11585	CTSS14432
CPROM11586	CTSS14433
CPROM11587	CTSS14434
CPROM11588	CTSS14435
CPROM11589	CTSS14436
CPROM11589	CTSS14437
CPROM11589	CTSS14438
CPROM11590	CTSS14439
CPROM11591	CTSS14440
CPROM11592	CTSS14441
CPROM11593	CTSS14442
CPROM11594	CTSS14443
CPROM11595	CTSS14444
CPROM11596	CTSS14445
CPROM11597	CTSS14446
CPROM11598	CTSS14447
CPROM11599	CTSS14448
CPROM11600	CTSS14449
CPROM11601	CTSS14450
CPROM11602	CTSS14451
CPROM11602	CTSS14452
CPROM11603	CTSS14453
CPROM11604	CTSS14454
CPROM11605	CTSS14455
CPROM11606	CTSS14456
CPROM11607	CTSS14457
CPROM11608	CTSS14458
CPROM11609	CTSS14459
CPROM11610	CTSS14460
CPROM11611	CTSS14461
CPROM11612	CTSS14462
CPROM11613	CTSS14463
CPROM11614	CTSS14464
CPROM11614	CTSS14465
CPROM11615	CTSS14466
CPROM11616	CTSS14467
CPROM11616	CTSS14468
CPROM11617	CTSS14469
CPROM11618	CTSS14470
CPROM11619	CTSS14471
CPROM11620	CTSS14472
CPROM11621	CTSS14473
CPROM11622	CTSS14474
CPROM11623	CTSS14475
CPROM11624	CTSS14476
CPROM11625	CTSS14477
CPROM11626	CTSS14478
CPROM11627	CTSS14479
CPROM11627	CTSS14480
CPROM11628	CTSS14481
CPROM11629	CTSS14482
CPROM11630	CTSS14483
CPROM11630	CTSS14484
CPROM11631	CTSS14485
CPROM11632	CTSS14486
CPROM11633	CTSS14487
CPROM11633	CTSS14488
CPROM11634	CTSS14489
CPROM11635	CTSS14491
CPROM11636	CTSS14490
CPROM11637	CTSS14492
CPROM11638	CTSS14493
CPROM11639	CTSS14494
CPROM11640	CTSS14495
CPROM11640	CTSS14496
CPROM11641	CTSS14497
CPROM11642	CTSS14498
CPROM11642	CTSS14499
CPROM11643	CTSS14500
CPROM11643	CTSS14501
CPROM11643	CTSS14502
CPROM11643	CTSS14503
CPROM11643	CTSS14504
CPROM11643	CTSS14505
CPROM11643	CTSS14506
CPROM11643	CTSS14507
CPROM11643	CTSS14508
CPROM11643	CTSS14509
CPROM11643	CTSS14510
CPROM11643	CTSS14511
CPROM11643	CTSS14512
CPROM11644	CTSS14513
CPROM11645	CTSS14514
CPROM11646	CTSS14515
CPROM11647	CTSS14516
CPROM11648	CTSS14517
CPROM11649	CTSS14519
CPROM11650	CTSS14518
CPROM11651	CTSS14520
CPROM11652	CTSS14521
CPROM11653	CTSS14522
CPROM11654	CTSS14523
CPROM11655	CTSS14524
CPROM11656	CTSS14525
CPROM11657	CTSS14526
CPROM11658	CTSS14527
CPROM11658	CTSS14528
CPROM11658	CTSS14529
CPROM11659	CTSS14530
CPROM11659	CTSS14531
CPROM11660	CTSS14532
CPROM11661	CTSS14533
CPROM11662	CTSS14534
CPROM11663	CTSS14535
CPROM11664	CTSS14536
CPROM11665	CTSS14539
CPROM11666	CTSS14537
CPROM11666	CTSS14538
CPROM11667	CTSS14540
CPROM11668	CTSS14541
CPROM11669	CTSS14542
CPROM11670	CTSS14543
CPROM11671	CTSS14544
CPROM11672	CTSS14545
CPROM11673	CTSS14546
CPROM11673	CTSS14547
CPROM11673	CTSS14548
CPROM11674	CTSS14549
CPROM11675	CTSS14550
CPROM11676	CTSS14551
CPROM11677	CTSS14552
CPROM11678	CTSS14553
CPROM11679	CTSS14554
CPROM11680	CTSS14555
CPROM11681	CTSS14556
CPROM11682	CTSS14557
CPROM11683	CTSS14558
CPROM11684	CTSS14559
CPROM11685	CTSS14560
CPROM11686	CTSS14561
CPROM11687	CTSS14562
CPROM11688	CTSS14563
CPROM11689	CTSS14564
CPROM11690	CTSS14565
CPROM11691	CTSS14566
CPROM11692	CTSS14567
CPROM11693	CTSS14568
CPROM11694	CTSS14569
CPROM11695	CTSS14570
CPROM11696	CTSS14571
CPROM11697	CTSS14572
CPROM11698	CTSS14573
CPROM11699	CTSS14574
CPROM11700	CTSS14575
CPROM11700	CTSS14576
CPROM11700	CTSS14577
CPROM11701	CTSS14578
CPROM11702	CTSS14579
CPROM11703	CTSS14580
CPROM11704	CTSS14581
CPROM11705	CTSS14582
CPROM11706	CTSS14583
CPROM11707	CTSS14584
CPROM11708	CTSS14587
CPROM11709	CTSS14585
CPROM11709	CTSS14586
CPROM11710	CTSS14588
CPROM11711	CTSS14589
CPROM11712	CTSS14590
CPROM11713	CTSS14591
CPROM11714	CTSS14592
CPROM11715	CTSS14593
CPROM11716	CTSS14594
CPROM11716	CTSS14595
CPROM11716	CTSS14596
CPROM11716	CTSS14597
CPROM11716	CTSS14598
CPROM11717	CTSS14599
CPROM11718	CTSS14600
CPROM11719	CTSS14601
CPROM11719	CTSS14602
CPROM11720	CTSS14603
CPROM11720	CTSS14604
CPROM11721	CTSS14605
CPROM11722	CTSS14606
CPROM11722	CTSS14607
CPROM11722	CTSS14608
CPROM11723	CTSS14609
CPROM11724	CTSS14610
CPROM11725	CTSS14611
CPROM11726	CTSS14613
CPROM11727	CTSS14612
CPROM11727	CTSS14614
CPROM11728	CTSS14615
CPROM11729	CTSS14616
CPROM11730	CTSS14617
CPROM11731	CTSS14618
CPROM11732	CTSS14619
CPROM11733	CTSS14620
CPROM11733	CTSS14621
CPROM11734	CTSS14622
CPROM11735	CTSS14623
CPROM11736	CTSS14624
CPROM11737	CTSS14625
CPROM11738	CTSS14626
CPROM11739	CTSS14627
CPROM11739	CTSS14628
CPROM11739	CTSS14629
CPROM11739	CTSS14630
CPROM11740	CTSS14631
CPROM11741	CTSS14632
CPROM11742	CTSS14633
CPROM11742	CTSS14634
CPROM11743	CTSS14635
CPROM11744	CTSS14636
CPROM11745	CTSS14637
CPROM11746	CTSS14638
CPROM11747	CTSS14639
CPROM11748	CTSS14640
CPROM11749	CTSS14641
CPROM11749	CTSS14642
CPROM11750	CTSS14643
CPROM11751	CTSS14644
CPROM11752	CTSS14645
CPROM11753	CTSS14646
CPROM11754	CTSS14647
CPROM11755	CTSS14648
CPROM11756	CTSS14650
CPROM11757	CTSS14649
CPROM11758	CTSS14651
CPROM11759	CTSS14652
CPROM11760	CTSS14653
CPROM11760	CTSS14654
CPROM11760	CTSS14655
CPROM11761	CTSS14656
CPROM11762	CTSS14657
CPROM11763	CTSS14658
CPROM11764	CTSS14659
CPROM11765	CTSS14660
CPROM11766	CTSS14661
CPROM11767	CTSS14662
CPROM11768	CTSS14663
CPROM11769	CTSS14664
CPROM11770	CTSS14665
CPROM11771	CTSS14666
CPROM11771	CTSS14667
CPROM11771	CTSS14668
CPROM11772	CTSS14669
CPROM11773	CTSS14670
CPROM11774	CTSS14671
CPROM11775	CTSS14672
CPROM11776	CTSS14673
CPROM11777	CTSS14674
CPROM11778	CTSS14675
CPROM11779	CTSS14676
CPROM11780	CTSS14677
CPROM11781	CTSS14678
CPROM11782	CTSS14679
CPROM11783	CTSS14680
CPROM11784	CTSS14681
CPROM11784	CTSS14682
CPROM11785	CTSS14683
CPROM11786	CTSS14684
CPROM11787	CTSS14685
CPROM11788	CTSS14686
CPROM11789	CTSS14687
CPROM11790	CTSS14688
CPROM11791	CTSS14689
CPROM11791	CTSS14690
CPROM11792	CTSS14691
CPROM11793	CTSS14692
CPROM11794	CTSS14693
CPROM11795	CTSS14694
CPROM11796	CTSS14695
CPROM11797	CTSS14696
CPROM11798	CTSS14697
CPROM11799	CTSS14698
CPROM11800	CTSS14699
CPROM11801	CTSS14700
CPROM11802	CTSS14701
CPROM11803	CTSS14702
CPROM11804	CTSS14703
CPROM11805	CTSS14704
CPROM11806	CTSS14705
CPROM11807	CTSS14706
CPROM11808	CTSS14707
CPROM11809	CTSS14708
CPROM11810	CTSS14709
CPROM11811	CTSS14710
CPROM11812	CTSS14711
CPROM11812	CTSS14712
CPROM11813	CTSS14713
CPROM11814	CTSS14714
CPROM11815	CTSS14715
CPROM11815	CTSS14716
CPROM11816	CTSS14717
CPROM11817	CTSS14718
CPROM11818	CTSS14719
CPROM11819	CTSS14720
CPROM11820	CTSS14721
CPROM11821	CTSS14722
CPROM11822	CTSS14723
CPROM11823	CTSS14724
CPROM11824	CTSS14725
CPROM11825	CTSS14726
CPROM11826	CTSS14727
CPROM11827	CTSS14728
CPROM11828	CTSS14729
CPROM11829	CTSS14730
CPROM11829	CTSS14731
CPROM11830	CTSS14732
CPROM11831	CTSS14733
CPROM11831	CTSS14734
CPROM11832	CTSS14735
CPROM11833	CTSS14736
CPROM11833	CTSS14737
CPROM11834	CTSS14738
CPROM11834	CTSS14739
CPROM11834	CTSS14740
CPROM11834	CTSS14741
CPROM11835	CTSS14742
CPROM11836	CTSS14743
CPROM11837	CTSS14744
CPROM11838	CTSS14745
CPROM11839	CTSS14746
CPROM11839	CTSS14747
CPROM11839	CTSS14748
CPROM11840	CTSS14749
CPROM11840	CTSS14750
CPROM11841	CTSS14751
CPROM11842	CTSS14752
CPROM11843	CTSS14753
CPROM11844	CTSS14754
CPROM11845	CTSS14755
CPROM11846	CTSS14756
CPROM11847	CTSS14757
CPROM11848	CTSS14758
CPROM11849	CTSS14759
CPROM11850	CTSS14760
CPROM11850	CTSS14761
CPROM11851	CTSS14762
CPROM11851	CTSS14763
CPROM11851	CTSS14764
CPROM11851	CTSS14765
CPROM11852	CTSS14766
CPROM11853	CTSS14767
CPROM11854	CTSS14768
CPROM11854	CTSS14769
CPROM11855	CTSS14770
CPROM11856	CTSS14771
CPROM11857	CTSS14772
CPROM11858	CTSS14773
CPROM11859	CTSS14774
CPROM11860	CTSS14775
CPROM11861	CTSS14776
CPROM11862	CTSS14777
CPROM11863	CTSS14778
CPROM11864	CTSS14779
CPROM11865	CTSS14780
CPROM11866	CTSS14781
CPROM11866	CTSS14782
CPROM11867	CTSS14783
CPROM11868	CTSS14784
CPROM11869	CTSS14785
CPROM11870	CTSS14786
CPROM11871	CTSS14787
CPROM11872	CTSS14788
CPROM11872	CTSS14789
CPROM11873	CTSS14790
CPROM11873	CTSS14791
CPROM11874	CTSS14792
CPROM11875	CTSS14793
CPROM11876	CTSS14794
CPROM11877	CTSS14795
CPROM11878	CTSS14796
CPROM11879	CTSS14797
CPROM11880	CTSS14798
CPROM11881	CTSS14799
CPROM11882	CTSS14800
CPROM11882	CTSS14801
CPROM11882	CTSS14802
CPROM11882	CTSS14803
CPROM11883	CTSS14804
CPROM11884	CTSS14805
CPROM11885	CTSS14806
CPROM11886	CTSS14807
CPROM11887	CTSS14808
CPROM11887	CTSS14809
CPROM11887	CTSS14810
CPROM11888	CTSS14811
CPROM11888	CTSS14812
CPROM11889	CTSS14813
CPROM11890	CTSS14814
CPROM11891	CTSS14815
CPROM11892	CTSS14816
CPROM11893	CTSS14817
CPROM11894	CTSS14818
CPROM11895	CTSS14819
CPROM11895	CTSS14820
CPROM11895	CTSS14821
CPROM11896	CTSS14822
CPROM11897	CTSS14823
CPROM11898	CTSS14824
CPROM11899	CTSS14825
CPROM11900	CTSS14826
CPROM11901	CTSS14827
CPROM11902	CTSS14828
CPROM11903	CTSS14829
CPROM11904	CTSS14830
CPROM11905	CTSS14831
CPROM11906	CTSS14832
CPROM11907	CTSS14833
CPROM11908	CTSS14834
CPROM11909	CTSS14835
CPROM11909	CTSS14836
CPROM11910	CTSS14837
CPROM11911	CTSS14838
CPROM11912	CTSS14839
CPROM11913	CTSS14840
CPROM11914	CTSS14841
CPROM11915	CTSS14842
CPROM11916	CTSS14843
CPROM11917	CTSS14844
CPROM11918	CTSS14845
CPROM11919	CTSS14846
CPROM11919	CTSS14847
CPROM11919	CTSS14848
CPROM11920	CTSS14849
CPROM11920	CTSS14850
CPROM11920	CTSS14851
CPROM11921	CTSS14852
CPROM11922	CTSS14853
CPROM11922	CTSS14854
CPROM11923	CTSS14855
CPROM11924	CTSS14856
CPROM11925	CTSS14857
CPROM11925	CTSS14858
CPROM11925	CTSS14859
CPROM11926	CTSS14860
CPROM11927	CTSS14861
CPROM11927	CTSS14862
CPROM11928	CTSS14863
CPROM11929	CTSS14864
CPROM11930	CTSS14865
CPROM11931	CTSS14866
CPROM11932	CTSS14867
CPROM11933	CTSS14868
CPROM11934	CTSS14869
CPROM11935	CTSS14870
CPROM11936	CTSS14871
CPROM11937	CTSS14872
CPROM11938	CTSS14873
CPROM11939	CTSS14874
CPROM11940	CTSS14875
CPROM11941	CTSS14876
CPROM11942	CTSS14877
CPROM11943	CTSS14878
CPROM11944	CTSS14879
CPROM11945	CTSS14880
CPROM11946	CTSS14881
CPROM11947	CTSS14882
CPROM11948	CTSS14883
CPROM11949	CTSS14884
CPROM11950	CTSS14885
CPROM11951	CTSS14886
CPROM11952	CTSS14887
CPROM11953	CTSS14888
CPROM11953	CTSS14889
CPROM11954	CTSS14890
CPROM11955	CTSS14891
CPROM11956	CTSS14892
CPROM11957	CTSS14893
CPROM11958	CTSS14894
CPROM11959	CTSS14895
CPROM11960	CTSS14896
CPROM11961	CTSS14897
CPROM11961	CTSS14898
CPROM11962	CTSS14899
CPROM11962	CTSS14900
CPROM11963	CTSS14901
CPROM11964	CTSS14902
CPROM11965	CTSS14903
CPROM11965	CTSS14904
CPROM11966	CTSS14905
CPROM11967	CTSS14906
CPROM11968	CTSS14907
CPROM11969	CTSS14908
CPROM11970	CTSS14909
CPROM11971	CTSS14910
CPROM11972	CTSS14911
CPROM11973	CTSS14912
CPROM11974	CTSS14913
CPROM11975	CTSS14914
CPROM11976	CTSS14915
CPROM11977	CTSS14916
CPROM11978	CTSS14917
CPROM11978	CTSS14918
CPROM11979	CTSS14919
CPROM11979	CTSS14920
CPROM11980	CTSS14921
CPROM11981	CTSS14922
CPROM11981	CTSS14923
CPROM11982	CTSS14924
CPROM11982	CTSS14925
CPROM11983	CTSS14926
CPROM11984	CTSS14927
CPROM11985	CTSS14928
CPROM11986	CTSS14929
CPROM11987	CTSS14930
CPROM11988	CTSS14931
CPROM11989	CTSS14932
CPROM11990	CTSS14933
CPROM11991	CTSS14934
CPROM11992	CTSS14935
CPROM11993	CTSS14936
CPROM11994	CTSS14937
CPROM11995	CTSS14938
CPROM11996	CTSS14939
CPROM11996	CTSS14940
CPROM11996	CTSS14941
CPROM11997	CTSS14942
CPROM11997	CTSS14943
CPROM11997	CTSS14944
CPROM11997	CTSS14945
CPROM11998	CTSS14946
CPROM11999	CTSS14947
