promoter_id	tss_id
CPROM2694	CTSS3346
CPROM2695	CTSS3347
CPROM2696	CTSS3348
CPROM2697	CTSS3349
CPROM2698	CTSS3350
CPROM2699	CTSS3351
CPROM2700	CTSS3352
CPROM2701	CTSS3353
CPROM2702	CTSS3354
CPROM2703	CTSS3355
CPROM2703	CTSS3356
CPROM2704	CTSS3357
CPROM2705	CTSS3358
CPROM2706	CTSS3359
CPROM2707	CTSS3360
CPROM2708	CTSS3361
CPROM2709	CTSS3362
CPROM2709	CTSS3363
CPROM2710	CTSS3364
CPROM2711	CTSS3365
CPROM2711	CTSS3366
CPROM2711	CTSS3367
CPROM2712	CTSS3368
CPROM2712	CTSS3369
CPROM2713	CTSS3370
CPROM2714	CTSS3371
CPROM2715	CTSS3372
CPROM2716	CTSS3373
CPROM2717	CTSS3374
CPROM2718	CTSS3375
CPROM2719	CTSS3376
CPROM2720	CTSS3377
CPROM2721	CTSS3378
CPROM2722	CTSS3379
CPROM2723	CTSS3380
CPROM2724	CTSS3382
CPROM2725	CTSS3381
CPROM2726	CTSS3383
CPROM2727	CTSS3384
CPROM2728	CTSS3385
CPROM2729	CTSS3386
CPROM2730	CTSS3387
CPROM2731	CTSS3388
CPROM2732	CTSS3389
CPROM2733	CTSS3390
CPROM2734	CTSS3391
CPROM2735	CTSS3392
CPROM2736	CTSS3393
CPROM2737	CTSS3394
CPROM2738	CTSS3395
CPROM2739	CTSS3396
CPROM2740	CTSS3397
CPROM2741	CTSS3398
CPROM2742	CTSS3399
CPROM2743	CTSS3400
CPROM2744	CTSS3401
CPROM2745	CTSS3402
CPROM2746	CTSS3403
CPROM2747	CTSS3404
CPROM2748	CTSS3405
CPROM2749	CTSS3406
CPROM2749	CTSS3407
CPROM2750	CTSS3408
CPROM2751	CTSS3409
CPROM2752	CTSS3410
CPROM2752	CTSS3411
CPROM2753	CTSS3412
CPROM2754	CTSS3413
CPROM2755	CTSS3414
CPROM2756	CTSS3415
CPROM2757	CTSS3416
CPROM2758	CTSS3417
CPROM2759	CTSS3418
CPROM2760	CTSS3419
CPROM2761	CTSS3420
CPROM2762	CTSS3421
CPROM2763	CTSS3422
CPROM2764	CTSS3423
CPROM2765	CTSS3424
CPROM2766	CTSS3425
CPROM2767	CTSS3426
CPROM2768	CTSS3427
CPROM2769	CTSS3428
CPROM2770	CTSS3429
CPROM2770	CTSS3430
CPROM2771	CTSS3431
CPROM2772	CTSS3432
CPROM2773	CTSS3433
CPROM2774	CTSS3434
CPROM2775	CTSS3435
CPROM2776	CTSS3436
CPROM2777	CTSS3437
CPROM2778	CTSS3438
CPROM2779	CTSS3439
CPROM2780	CTSS3440
CPROM2781	CTSS3441
CPROM2782	CTSS3442
CPROM2783	CTSS3443
CPROM2784	CTSS3444
CPROM2785	CTSS3445
CPROM2786	CTSS3446
CPROM2787	CTSS3447
CPROM2788	CTSS3448
CPROM2789	CTSS3449
CPROM2790	CTSS3450
CPROM2791	CTSS3451
CPROM2792	CTSS3452
CPROM2792	CTSS3453
CPROM2793	CTSS3454
CPROM2793	CTSS3455
CPROM2794	CTSS3456
CPROM2795	CTSS3457
CPROM2796	CTSS3458
CPROM2797	CTSS3459
CPROM2798	CTSS3460
CPROM2799	CTSS3461
CPROM2800	CTSS3462
CPROM2801	CTSS3463
CPROM2801	CTSS3464
CPROM2802	CTSS3465
CPROM2803	CTSS3466
CPROM2804	CTSS3467
CPROM2804	CTSS3468
CPROM2805	CTSS3469
CPROM2806	CTSS3470
CPROM2807	CTSS3471
CPROM2808	CTSS3472
CPROM2809	CTSS3473
CPROM2810	CTSS3474
CPROM2811	CTSS3475
CPROM2812	CTSS3476
CPROM2813	CTSS3477
CPROM2814	CTSS3478
CPROM2814	CTSS3479
CPROM2814	CTSS3480
CPROM2815	CTSS3481
CPROM2816	CTSS3482
CPROM2817	CTSS3483
CPROM2818	CTSS3484
CPROM2819	CTSS3485
CPROM2819	CTSS3486
CPROM2819	CTSS3487
CPROM2819	CTSS3488
CPROM2819	CTSS3489
CPROM2819	CTSS3490
CPROM2820	CTSS3491
CPROM2821	CTSS3492
CPROM2822	CTSS3493
CPROM2823	CTSS3494
CPROM2823	CTSS3495
CPROM2823	CTSS3496
CPROM2823	CTSS3497
CPROM2824	CTSS3498
CPROM2825	CTSS3499
CPROM2826	CTSS3500
CPROM2827	CTSS3501
CPROM2828	CTSS3502
CPROM2829	CTSS3503
CPROM2830	CTSS3504
CPROM2831	CTSS3505
CPROM2832	CTSS3506
CPROM2833	CTSS3507
CPROM2834	CTSS3508
CPROM2834	CTSS3509
CPROM2835	CTSS3510
CPROM2836	CTSS3511
CPROM2836	CTSS3512
CPROM2836	CTSS3513
CPROM2837	CTSS3514
CPROM2838	CTSS3515
CPROM2838	CTSS3516
CPROM2839	CTSS3517
CPROM2840	CTSS3518
CPROM2841	CTSS3519
CPROM2841	CTSS3520
CPROM2842	CTSS3521
CPROM2842	CTSS3522
CPROM2842	CTSS3523
CPROM2842	CTSS3524
CPROM2843	CTSS3525
CPROM2844	CTSS3526
CPROM2845	CTSS3527
CPROM2846	CTSS3528
CPROM2847	CTSS3529
CPROM2848	CTSS3530
CPROM2849	CTSS3531
CPROM2849	CTSS3532
CPROM2850	CTSS3533
CPROM2851	CTSS3534
CPROM2852	CTSS3535
CPROM2853	CTSS3536
CPROM2853	CTSS3537
CPROM2854	CTSS3538
CPROM2855	CTSS3539
CPROM2856	CTSS3540
CPROM2857	CTSS3541
CPROM2858	CTSS3542
CPROM2859	CTSS3543
CPROM2860	CTSS3544
CPROM2861	CTSS3545
CPROM2862	CTSS3546
CPROM2863	CTSS3547
CPROM2863	CTSS3548
CPROM2864	CTSS3549
CPROM2865	CTSS3550
CPROM2866	CTSS3551
CPROM2867	CTSS3552
CPROM2867	CTSS3553
CPROM2868	CTSS3554
CPROM2869	CTSS3555
CPROM2870	CTSS3556
CPROM2871	CTSS3557
CPROM2872	CTSS3558
CPROM2873	CTSS3559
CPROM2874	CTSS3560
CPROM2875	CTSS3561
CPROM2876	CTSS3562
CPROM2877	CTSS3563
CPROM2877	CTSS3564
CPROM2878	CTSS3565
CPROM2879	CTSS3566
CPROM2880	CTSS3567
CPROM2881	CTSS3568
CPROM2882	CTSS3569
CPROM2883	CTSS3570
CPROM2884	CTSS3571
CPROM2885	CTSS3572
CPROM2886	CTSS3573
CPROM2887	CTSS3574
CPROM2888	CTSS3575
CPROM2889	CTSS3576
CPROM2890	CTSS3577
CPROM2891	CTSS3578
CPROM2892	CTSS3579
CPROM2893	CTSS3580
CPROM2894	CTSS3582
CPROM2895	CTSS3581
CPROM2896	CTSS3583
CPROM2897	CTSS3584
CPROM2898	CTSS3585
CPROM2899	CTSS3586
CPROM2900	CTSS3587
CPROM2901	CTSS3588
CPROM2902	CTSS3589
CPROM2903	CTSS3590
CPROM2904	CTSS3591
CPROM2905	CTSS3592
CPROM2906	CTSS3593
CPROM2907	CTSS3594
CPROM2908	CTSS3595
CPROM2909	CTSS3596
CPROM2910	CTSS3597
CPROM2911	CTSS3598
CPROM2912	CTSS3599
CPROM2913	CTSS3600
CPROM2914	CTSS3601
CPROM2915	CTSS3602
CPROM2916	CTSS3603
CPROM2917	CTSS3604
CPROM2918	CTSS3605
CPROM2919	CTSS3606
CPROM2920	CTSS3608
CPROM2920	CTSS3609
CPROM2921	CTSS3607
CPROM2922	CTSS3610
CPROM2923	CTSS3611
CPROM2924	CTSS3612
CPROM2925	CTSS3613
CPROM2926	CTSS3614
CPROM2927	CTSS3615
CPROM2928	CTSS3616
CPROM2929	CTSS3617
CPROM2930	CTSS3618
CPROM2930	CTSS3619
CPROM2931	CTSS3620
CPROM2932	CTSS3621
CPROM2933	CTSS3622
CPROM2934	CTSS3623
CPROM2935	CTSS3624
CPROM2936	CTSS3625
CPROM2937	CTSS3626
CPROM2937	CTSS3627
CPROM2937	CTSS3628
CPROM2938	CTSS3629
CPROM2939	CTSS3630
CPROM2940	CTSS3631
CPROM2941	CTSS3632
CPROM2942	CTSS3633
CPROM2943	CTSS3634
CPROM2944	CTSS3635
CPROM2945	CTSS3636
CPROM2945	CTSS3637
CPROM2946	CTSS3638
CPROM2947	CTSS3639
CPROM2948	CTSS3640
CPROM2949	CTSS3641
CPROM2949	CTSS3642
CPROM2950	CTSS3643
CPROM2951	CTSS3644
CPROM2952	CTSS3645
CPROM2953	CTSS3646
CPROM2954	CTSS3647
CPROM2954	CTSS3648
CPROM2955	CTSS3649
CPROM2956	CTSS3650
CPROM2957	CTSS3651
CPROM2958	CTSS3652
CPROM2959	CTSS3653
CPROM2960	CTSS3654
CPROM2961	CTSS3655
CPROM2962	CTSS3656
CPROM2963	CTSS3657
CPROM2964	CTSS3658
CPROM2965	CTSS3659
CPROM2966	CTSS3660
CPROM2966	CTSS3661
CPROM2967	CTSS3662
CPROM2968	CTSS3663
CPROM2969	CTSS3664
CPROM2970	CTSS3665
CPROM2971	CTSS3666
CPROM2972	CTSS3667
CPROM2973	CTSS3668
CPROM2973	CTSS3669
CPROM2973	CTSS3670
CPROM2974	CTSS3671
CPROM2975	CTSS3672
CPROM2976	CTSS3673
CPROM2977	CTSS3674
CPROM2978	CTSS3675
CPROM2979	CTSS3676
CPROM2980	CTSS3677
CPROM2981	CTSS3678
CPROM2982	CTSS3679
CPROM2983	CTSS3680
CPROM2984	CTSS3681
CPROM2985	CTSS3682
CPROM2985	CTSS3683
CPROM2986	CTSS3684
CPROM2987	CTSS3685
CPROM2987	CTSS3686
CPROM2988	CTSS3687
CPROM2989	CTSS3688
CPROM2990	CTSS3689
CPROM2991	CTSS3690
CPROM2992	CTSS3691
CPROM2993	CTSS3692
CPROM2993	CTSS3693
CPROM2993	CTSS3694
CPROM2994	CTSS3695
CPROM2995	CTSS3696
CPROM2996	CTSS3697
CPROM2997	CTSS3698
CPROM2997	CTSS3699
CPROM2998	CTSS3700
CPROM2999	CTSS3701
CPROM3000	CTSS3702
CPROM3001	CTSS3703
CPROM3002	CTSS3704
CPROM3003	CTSS3705
CPROM3004	CTSS3706
CPROM3005	CTSS3707
CPROM3006	CTSS3708
CPROM3007	CTSS3709
CPROM3008	CTSS3710
CPROM3009	CTSS3711
CPROM3010	CTSS3712
CPROM3011	CTSS3713
CPROM3012	CTSS3714
CPROM3013	CTSS3715
CPROM3014	CTSS3716
CPROM3014	CTSS3717
CPROM3015	CTSS3719
CPROM3016	CTSS3718
CPROM3016	CTSS3720
CPROM3017	CTSS3721
CPROM3018	CTSS3722
CPROM3019	CTSS3723
CPROM3020	CTSS3724
CPROM3021	CTSS3725
CPROM3022	CTSS3726
CPROM3023	CTSS3727
CPROM3024	CTSS3728
CPROM3025	CTSS3729
CPROM3026	CTSS3730
CPROM3027	CTSS3731
CPROM3028	CTSS3732
CPROM3029	CTSS3733
CPROM3029	CTSS3734
CPROM3029	CTSS3735
CPROM3030	CTSS3736
CPROM3031	CTSS3737
CPROM3032	CTSS3738
CPROM3033	CTSS3739
CPROM3034	CTSS3740
CPROM3035	CTSS3741
CPROM3036	CTSS3742
CPROM3037	CTSS3743
CPROM3038	CTSS3744
CPROM3039	CTSS3745
CPROM3040	CTSS3746
CPROM3041	CTSS3747
CPROM3042	CTSS3748
CPROM3042	CTSS3749
CPROM3042	CTSS3750
CPROM3042	CTSS3751
CPROM3042	CTSS3752
CPROM3042	CTSS3753
CPROM3042	CTSS3754
CPROM3043	CTSS3755
CPROM3044	CTSS3756
CPROM3045	CTSS3757
CPROM3046	CTSS3758
CPROM3047	CTSS3759
CPROM3048	CTSS3760
CPROM3049	CTSS3761
CPROM3050	CTSS3762
CPROM3051	CTSS3763
CPROM3052	CTSS3764
CPROM3053	CTSS3765
CPROM3054	CTSS3766
CPROM3055	CTSS3767
CPROM3056	CTSS3768
CPROM3056	CTSS3769
CPROM3056	CTSS3770
CPROM3056	CTSS3771
CPROM3056	CTSS3772
CPROM3057	CTSS3773
CPROM3058	CTSS3774
CPROM3059	CTSS3775
CPROM3060	CTSS3776
CPROM3061	CTSS3777
CPROM3062	CTSS3778
CPROM3063	CTSS3779
CPROM3064	CTSS3780
CPROM3065	CTSS3781
CPROM3066	CTSS3782
CPROM3067	CTSS3783
CPROM3068	CTSS3784
CPROM3069	CTSS3785
CPROM3070	CTSS3786
CPROM3071	CTSS3787
CPROM3072	CTSS3788
CPROM3073	CTSS3789
CPROM3073	CTSS3790
CPROM3074	CTSS3791
CPROM3074	CTSS3792
CPROM3074	CTSS3793
CPROM3075	CTSS3794
CPROM3076	CTSS3795
CPROM3077	CTSS3796
CPROM3078	CTSS3797
CPROM3079	CTSS3798
CPROM3080	CTSS3799
CPROM3081	CTSS3800
CPROM3082	CTSS3801
CPROM3083	CTSS3802
CPROM3084	CTSS3803
CPROM3084	CTSS3804
CPROM3084	CTSS3805
CPROM3085	CTSS3806
CPROM3086	CTSS3807
CPROM3087	CTSS3808
CPROM3088	CTSS3809
CPROM3089	CTSS3810
CPROM3090	CTSS3811
CPROM3090	CTSS3812
CPROM3090	CTSS3813
CPROM3091	CTSS3814
CPROM3092	CTSS3815
CPROM3092	CTSS3816
CPROM3093	CTSS3818
CPROM3094	CTSS3817
CPROM3094	CTSS3819
CPROM3095	CTSS3820
CPROM3096	CTSS3821
CPROM3097	CTSS3822
CPROM3098	CTSS3823
CPROM3099	CTSS3824
CPROM3100	CTSS3825
CPROM3101	CTSS3826
CPROM3102	CTSS3827
CPROM3103	CTSS3828
CPROM3104	CTSS3829
CPROM3105	CTSS3830
CPROM3105	CTSS3831
CPROM3105	CTSS3832
CPROM3106	CTSS3833
CPROM3107	CTSS3834
CPROM3107	CTSS3835
CPROM3108	CTSS3836
CPROM3109	CTSS3837
CPROM3110	CTSS3838
CPROM3111	CTSS3839
CPROM3112	CTSS3840
CPROM3113	CTSS3841
CPROM3114	CTSS3842
CPROM3115	CTSS3843
CPROM3116	CTSS3844
CPROM3117	CTSS3845
CPROM3118	CTSS3846
CPROM3119	CTSS3847
CPROM3120	CTSS3848
CPROM3121	CTSS3849
CPROM3122	CTSS3850
CPROM3123	CTSS3851
CPROM3124	CTSS3852
CPROM3125	CTSS3853
CPROM3125	CTSS3854
CPROM3125	CTSS3855
CPROM3125	CTSS3856
CPROM3126	CTSS3857
CPROM3126	CTSS3858
CPROM3127	CTSS3859
CPROM3128	CTSS3860
CPROM3129	CTSS3861
CPROM3130	CTSS3862
CPROM3131	CTSS3863
CPROM3132	CTSS3864
CPROM3132	CTSS3865
CPROM3132	CTSS3866
CPROM3132	CTSS3867
CPROM3133	CTSS3868
CPROM3134	CTSS3869
CPROM3135	CTSS3870
CPROM3136	CTSS3871
CPROM3137	CTSS3872
CPROM3138	CTSS3873
CPROM3139	CTSS3874
CPROM3140	CTSS3875
CPROM3140	CTSS3876
CPROM3141	CTSS3877
CPROM3142	CTSS3878
CPROM3143	CTSS3879
CPROM3144	CTSS3880
CPROM3145	CTSS3881
CPROM3146	CTSS3882
CPROM3147	CTSS3883
CPROM3148	CTSS3884
CPROM3149	CTSS3885
CPROM3150	CTSS3886
CPROM3151	CTSS3887
CPROM3152	CTSS3888
CPROM3153	CTSS3889
CPROM3154	CTSS3890
CPROM3155	CTSS3891
CPROM3156	CTSS3892
CPROM3157	CTSS3893
CPROM3158	CTSS3894
CPROM3159	CTSS3895
CPROM3160	CTSS3899
CPROM3161	CTSS3896
CPROM3161	CTSS3897
CPROM3161	CTSS3898
CPROM3162	CTSS3900
CPROM3162	CTSS3901
CPROM3163	CTSS3902
CPROM3164	CTSS3903
CPROM3165	CTSS3904
CPROM3166	CTSS3905
CPROM3167	CTSS3906
CPROM3168	CTSS3907
CPROM3168	CTSS3908
CPROM3169	CTSS3909
CPROM3170	CTSS3910
CPROM3171	CTSS3911
CPROM3172	CTSS3912
CPROM3172	CTSS3913
CPROM3173	CTSS3914
CPROM3173	CTSS3915
CPROM3173	CTSS3916
CPROM3173	CTSS3917
CPROM3174	CTSS3918
CPROM3175	CTSS3919
CPROM3176	CTSS3920
CPROM3177	CTSS3921
CPROM3177	CTSS3922
CPROM3178	CTSS3923
CPROM3179	CTSS3924
CPROM3180	CTSS3925
CPROM3181	CTSS3926
CPROM3182	CTSS3927
CPROM3183	CTSS3928
CPROM3183	CTSS3929
CPROM3183	CTSS3930
CPROM3184	CTSS3931
CPROM3185	CTSS3932
CPROM3186	CTSS3933
CPROM3187	CTSS3934
CPROM3188	CTSS3935
CPROM3189	CTSS3936
CPROM3190	CTSS3937
CPROM3191	CTSS3938
CPROM3192	CTSS3939
CPROM3193	CTSS3940
CPROM3194	CTSS3941
CPROM3195	CTSS3942
CPROM3196	CTSS3943
CPROM3196	CTSS3944
CPROM3197	CTSS3945
CPROM3198	CTSS3946
CPROM3198	CTSS3947
CPROM3199	CTSS3948
CPROM3200	CTSS3949
CPROM3201	CTSS3950
CPROM3202	CTSS3951
CPROM3203	CTSS3952
CPROM3204	CTSS3953
CPROM3205	CTSS3954
CPROM3206	CTSS3955
CPROM3207	CTSS3956
CPROM3208	CTSS3957
CPROM3209	CTSS3958
CPROM3210	CTSS3959
CPROM3211	CTSS3960
CPROM3212	CTSS3961
CPROM3213	CTSS3962
CPROM3214	CTSS3963
CPROM3215	CTSS3964
CPROM3216	CTSS3965
CPROM3216	CTSS3966
CPROM3217	CTSS3967
CPROM3218	CTSS3968
CPROM3219	CTSS3969
CPROM3219	CTSS3970
CPROM3219	CTSS3971
CPROM3219	CTSS3972
CPROM3219	CTSS3973
CPROM3219	CTSS3974
CPROM3219	CTSS3975
CPROM3220	CTSS3976
CPROM3221	CTSS3977
CPROM3222	CTSS3978
CPROM3223	CTSS3979
CPROM3224	CTSS3980
CPROM3225	CTSS3981
CPROM3226	CTSS3982
CPROM3227	CTSS3983
CPROM3228	CTSS3984
CPROM3229	CTSS3985
CPROM3230	CTSS3986
CPROM3231	CTSS3987
CPROM3232	CTSS3988
CPROM3233	CTSS3989
CPROM3234	CTSS3990
CPROM3235	CTSS3991
CPROM3236	CTSS3992
CPROM3237	CTSS3993
CPROM3238	CTSS3994
CPROM3239	CTSS3995
CPROM3240	CTSS3996
CPROM3240	CTSS3997
CPROM3241	CTSS3998
CPROM3242	CTSS3999
CPROM3243	CTSS4000
CPROM3244	CTSS4001
CPROM3245	CTSS4002
CPROM3246	CTSS4003
CPROM3247	CTSS4004
CPROM3248	CTSS4005
CPROM3249	CTSS4006
CPROM3250	CTSS4007
CPROM3251	CTSS4008
CPROM3252	CTSS4009
CPROM3253	CTSS4010
CPROM3254	CTSS4011
CPROM3255	CTSS4012
CPROM3256	CTSS4013
CPROM3257	CTSS4014
CPROM3258	CTSS4015
CPROM3259	CTSS4016
CPROM3259	CTSS4017
CPROM3260	CTSS4018
CPROM3260	CTSS4019
CPROM3261	CTSS4020
CPROM3262	CTSS4021
CPROM3263	CTSS4022
CPROM3264	CTSS4023
CPROM3265	CTSS4024
CPROM3266	CTSS4025
CPROM3267	CTSS4026
CPROM3268	CTSS4027
CPROM3269	CTSS4028
CPROM3270	CTSS4029
CPROM3271	CTSS4032
CPROM3271	CTSS4034
CPROM3271	CTSS4035
CPROM3271	CTSS4036
CPROM3272	CTSS4030
CPROM3272	CTSS4031
CPROM3272	CTSS4033
CPROM3273	CTSS4037
CPROM3274	CTSS4038
CPROM3275	CTSS4039
CPROM3276	CTSS4040
CPROM3277	CTSS4041
CPROM3278	CTSS4042
CPROM3278	CTSS4043
CPROM3278	CTSS4044
CPROM3279	CTSS4045
CPROM3280	CTSS4046
CPROM3281	CTSS4047
CPROM3281	CTSS4048
CPROM3282	CTSS4049
CPROM3283	CTSS4050
CPROM3284	CTSS4051
CPROM3285	CTSS4052
CPROM3286	CTSS4053
CPROM3287	CTSS4054
CPROM3288	CTSS4055
CPROM3289	CTSS4056
CPROM3290	CTSS4057
CPROM3291	CTSS4058
CPROM3292	CTSS4059
CPROM3293	CTSS4060
CPROM3294	CTSS4061
CPROM3295	CTSS4062
CPROM3296	CTSS4063
CPROM3297	CTSS4064
CPROM3298	CTSS4065
CPROM3299	CTSS4066
CPROM3300	CTSS4067
CPROM3301	CTSS4068
CPROM3302	CTSS4069
CPROM3302	CTSS4070
CPROM3302	CTSS4071
CPROM3303	CTSS4072
CPROM3304	CTSS4073
CPROM3305	CTSS4074
CPROM3306	CTSS4075
CPROM3306	CTSS4076
CPROM3307	CTSS4077
CPROM3308	CTSS4078
CPROM3309	CTSS4079
CPROM3310	CTSS4080
CPROM3311	CTSS4081
CPROM3312	CTSS4082
CPROM3313	CTSS4083
CPROM3314	CTSS4084
CPROM3315	CTSS4085
CPROM3316	CTSS4086
CPROM3317	CTSS4087
CPROM3317	CTSS4088
CPROM3317	CTSS4089
CPROM3317	CTSS4090
CPROM3318	CTSS4091
CPROM3319	CTSS4092
CPROM3320	CTSS4093
CPROM3321	CTSS4094
CPROM3322	CTSS4095
CPROM3322	CTSS4096
CPROM3323	CTSS4097
CPROM3324	CTSS4098
CPROM3325	CTSS4099
CPROM3326	CTSS4100
CPROM3327	CTSS4101
CPROM3328	CTSS4102
CPROM3329	CTSS4103
CPROM3329	CTSS4104
CPROM3330	CTSS4105
CPROM3330	CTSS4106
CPROM3331	CTSS4107
CPROM3331	CTSS4108
CPROM3332	CTSS4109
CPROM3333	CTSS4110
CPROM3334	CTSS4111
CPROM3335	CTSS4112
CPROM3336	CTSS4113
CPROM3337	CTSS4114
CPROM3338	CTSS4115
CPROM3339	CTSS4116
CPROM3340	CTSS4117
CPROM3341	CTSS4118
CPROM3342	CTSS4119
CPROM3343	CTSS4120
CPROM3344	CTSS4121
CPROM3345	CTSS4122
CPROM3346	CTSS4123
CPROM3347	CTSS4124
CPROM3348	CTSS4125
CPROM3349	CTSS4126
CPROM3349	CTSS4127
CPROM3350	CTSS4128
CPROM3351	CTSS4129
CPROM3352	CTSS4130
CPROM3353	CTSS4131
CPROM3354	CTSS4132
CPROM3355	CTSS4133
CPROM3356	CTSS4134
CPROM3357	CTSS4135
CPROM3357	CTSS4136
CPROM3358	CTSS4137
CPROM3359	CTSS4138
CPROM3360	CTSS4139
CPROM3361	CTSS4140
CPROM3362	CTSS4141
CPROM3362	CTSS4142
CPROM3362	CTSS4143
CPROM3363	CTSS4144
CPROM3364	CTSS4145
CPROM3364	CTSS4146
CPROM3364	CTSS4147
CPROM3364	CTSS4148
CPROM3364	CTSS4149
CPROM3365	CTSS4150
CPROM3366	CTSS4151
CPROM3367	CTSS4152
CPROM3367	CTSS4153
CPROM3367	CTSS4154
CPROM3368	CTSS4155
CPROM3368	CTSS4156
CPROM3369	CTSS4157
CPROM3370	CTSS4158
CPROM3370	CTSS4159
CPROM3371	CTSS4160
CPROM3372	CTSS4161
CPROM3373	CTSS4162
CPROM3373	CTSS4163
CPROM3374	CTSS4164
CPROM3375	CTSS4165
CPROM3375	CTSS4166
CPROM3376	CTSS4167
CPROM3377	CTSS4168
CPROM3378	CTSS4169
CPROM3379	CTSS4170
CPROM3380	CTSS4171
CPROM3381	CTSS4172
CPROM3382	CTSS4173
CPROM3383	CTSS4174
CPROM3384	CTSS4175
CPROM3385	CTSS4176
CPROM3386	CTSS4177
CPROM3387	CTSS4178
CPROM3388	CTSS4179
CPROM3389	CTSS4180
CPROM3390	CTSS4181
CPROM3391	CTSS4182
CPROM3392	CTSS4183
CPROM3393	CTSS4184
CPROM3394	CTSS4185
CPROM3395	CTSS4186
CPROM3396	CTSS4187
CPROM3397	CTSS4188
CPROM3398	CTSS4189
CPROM3399	CTSS4190
CPROM3400	CTSS4191
CPROM3401	CTSS4192
CPROM3402	CTSS4193
CPROM3402	CTSS4194
CPROM3403	CTSS4195
CPROM3404	CTSS4196
CPROM3405	CTSS4197
CPROM3405	CTSS4198
CPROM3405	CTSS4199
CPROM3406	CTSS4200
CPROM3406	CTSS4201
CPROM3406	CTSS4202
CPROM3407	CTSS4203
CPROM3408	CTSS4204
CPROM3409	CTSS4205
CPROM3410	CTSS4206
CPROM3411	CTSS4207
CPROM3412	CTSS4208
CPROM3413	CTSS4209
CPROM3414	CTSS4210
CPROM3415	CTSS4211
CPROM3415	CTSS4212
CPROM3416	CTSS4213
CPROM3417	CTSS4214
CPROM3418	CTSS4215
CPROM3419	CTSS4216
CPROM3420	CTSS4217
CPROM3421	CTSS4218
CPROM3422	CTSS4219
CPROM3423	CTSS4220
CPROM3424	CTSS4221
CPROM3425	CTSS4222
CPROM3426	CTSS4223
CPROM3427	CTSS4224
CPROM3428	CTSS4225
CPROM3429	CTSS4226
CPROM3429	CTSS4227
CPROM3430	CTSS4228
CPROM3431	CTSS4229
CPROM3432	CTSS4230
CPROM3433	CTSS4231
CPROM3434	CTSS4232
CPROM3435	CTSS4233
CPROM3436	CTSS4234
CPROM3437	CTSS4235
CPROM3437	CTSS4236
CPROM3438	CTSS4237
CPROM3439	CTSS4238
CPROM3440	CTSS4239
CPROM3441	CTSS4240
CPROM3442	CTSS4241
CPROM3443	CTSS4242
CPROM3444	CTSS4243
CPROM3445	CTSS4244
CPROM3446	CTSS4245
CPROM3447	CTSS4246
CPROM3448	CTSS4247
CPROM3449	CTSS4248
CPROM3449	CTSS4249
CPROM3449	CTSS4250
CPROM3449	CTSS4251
CPROM3450	CTSS4252
CPROM3451	CTSS4253
CPROM3452	CTSS4254
CPROM3452	CTSS4255
CPROM3453	CTSS4256
CPROM3454	CTSS4257
CPROM3455	CTSS4258
CPROM3456	CTSS4259
CPROM3457	CTSS4260
CPROM3458	CTSS4261
CPROM3459	CTSS4262
CPROM3460	CTSS4263
CPROM3461	CTSS4264
CPROM3462	CTSS4265
CPROM3463	CTSS4266
CPROM3463	CTSS4267
CPROM3463	CTSS4268
CPROM3463	CTSS4269
CPROM3464	CTSS4270
CPROM3465	CTSS4271
CPROM3466	CTSS4272
CPROM3466	CTSS4273
CPROM3467	CTSS4274
CPROM3468	CTSS4275
CPROM3469	CTSS4276
CPROM3470	CTSS4277
CPROM3471	CTSS4278
CPROM3472	CTSS4279
CPROM3473	CTSS4280
CPROM3474	CTSS4281
CPROM3475	CTSS4282
CPROM3476	CTSS4283
CPROM3477	CTSS4284
CPROM3478	CTSS4285
CPROM3479	CTSS4286
CPROM3480	CTSS4287
CPROM3481	CTSS4288
CPROM3482	CTSS4289
CPROM3483	CTSS4290
CPROM3484	CTSS4291
CPROM3485	CTSS4292
CPROM3485	CTSS4293
CPROM3485	CTSS4294
CPROM3486	CTSS4295
CPROM3487	CTSS4296
CPROM3488	CTSS4297
CPROM3489	CTSS4298
CPROM3490	CTSS4299
CPROM3490	CTSS4300
CPROM3491	CTSS4301
CPROM3492	CTSS4302
CPROM3493	CTSS4303
CPROM3494	CTSS4304
CPROM3494	CTSS4305
CPROM3495	CTSS4306
CPROM3496	CTSS4307
CPROM3497	CTSS4308
CPROM3497	CTSS4309
CPROM3497	CTSS4310
CPROM3497	CTSS4311
CPROM3497	CTSS4312
CPROM3498	CTSS4313
CPROM3499	CTSS4314
CPROM3500	CTSS4315
CPROM3501	CTSS4316
CPROM3502	CTSS4317
CPROM3502	CTSS4318
CPROM3502	CTSS4319
CPROM3503	CTSS4320
CPROM3504	CTSS4322
CPROM3505	CTSS4321
CPROM3506	CTSS4323
CPROM3507	CTSS4324
CPROM3508	CTSS4325
CPROM3508	CTSS4326
CPROM3508	CTSS4327
CPROM3508	CTSS4328
CPROM3508	CTSS4329
CPROM3508	CTSS4330
CPROM3508	CTSS4331
CPROM3508	CTSS4332
CPROM3509	CTSS4333
CPROM3510	CTSS4334
CPROM3510	CTSS4335
CPROM3511	CTSS4336
CPROM3512	CTSS4337
CPROM3513	CTSS4338
CPROM3514	CTSS4339
CPROM3515	CTSS4340
CPROM3515	CTSS4341
CPROM3516	CTSS4342
CPROM3517	CTSS4343
CPROM3517	CTSS4344
